url,city,title,text,needs
https://nypost.com/2020/07/21/nyc-is-now-the-worst-place-to-do-business-retailers-say/,New York,"NYC is now the worst place to do business, retailers say","New York City’s progress fighting the coronavirus is doing little to help retailers, who say business in the city that never sleeps has become worse than anywhere else in the country.

National retailers — from Shake Shack, Applebee’s, and cap seller Lids — say their Big Apple stores are bouncing back more slowly than even neighboring states like New Jersey and Pennsylvania, which were also hard hit by the coronavirus.

The problem, sources say, is Manhattan, which used to be teeming with tourists and commuters — who have largely stayed away since the coronavirus pandemic hit in March. Wealthy Manhattanites also have more resources and flexibility to escape, indefinitely, to greener pastures, like the Hamptons, experts say.

The city’s ghost-town vibe has Shake Shack, which runs 162 restaurants in 20 states, reporting that its Big Apple stores will “take a longer period of time to fully recover than other parts of the country.”

The burger chain made the statement on July 7 as it reported that NYC same-store sales for the week of July 1 had fallen 58 percent compared to a year earlier — the steepest decline among all its regions. Sales in the chain’s Northeast and Southeast stores, by contrast, fell just 24 percent and 32 percent, respectively.

While Shake Shack didn’t mention Manhattan specifically, Zane Tankel, who owns 35 Applebee’s in the New York metro area, told The Post he’s reopened 18 restaurants in neighboring regions, including Brooklyn and Queens. But he sees no point in reopening his two Manhattan stores — not even for curbside pickup.

“I drive around the city all the time and it was an easy determination to see that there’s not enough traffic to open those restaurants,” said Tankel, CEO of Apple Metro. Prior to the pandemic, the Manhattan Applebee’s, located at 205 W. 50th St. and at 234 W. 42nd St., were his most productive locations — representing $25 million in revenues.

Macy’s, whose Manhattan flagship occupies over 1 million square feet of retail space, is also concerned. Asked how its NYC stores, which reopened on June 22, are performing compared to the rest of the country, a spokeswoman said it’s too soon to tell while also noting that “continued work-from-home trends mean fewer commuters coming into the city,” and that international and domestic tourism “remains low.”

Starbucks also appears affected, said Mark Kalinowski, restaurant analyst and founder of Kalinowski Equity Research, who pointed to the Seattle coffee seller’s June statement that just 5 percent of its company-operated US stores remained completely closed, even for takeout.

The bulk of the closed stores, Starbucks said, “are primarily located in the New York City metro area.”

“It’s not normal to see Central Park and Times Square empty,” Kalinowski explained.

Lawrence Berger, chairman of sports cap company Lids, said he’s been floored by the drop in business at the chain’s two best-performing New York stores — 1501 Broadway and 2 Times Square — since they reopened on June 22.

Foot traffic at those stores has been down 85 percent from a year ago — compared with a 20 percent average decline at Lids’ 900 other stores that have reopened across the country, said Berger, a partner of Ames Watson, which bought the 1,200-store chain last year.

Customer traffic at Lids stores in neighboring New Jersey and Pennsylvania, meanwhile, has actually increased 30 percent from a year ago, Berger added. And they all reopened at the same time.

“We expected New York City to be like the rest of the country when we reopened our stores here, but it’s a complete outlier,” Berger said. “There is no way to make money. It’s not an economically viable situation.”",
https://www.fox5ny.com/news/floating-cinema-equipped-with-social-distancing-boats-coming-to-new-york,New York,Floating cinema equipped with social distancing boats coming to New York,"article

Who says you can't have fun while social distancing? Floating Cinema is coming to New York and it is social distancing friendly!

Grab your own boat with a few mates and enjoy a movie whilst bobbing on the water.

September Sept. 16-20, the unique cinema will be in New York. The cinema will be made up of 12 to 24 mini boats, which hold up to eight people per boat.

The deal includes free popcorn for all attendees with the option to purchase additional movie snacks and drinks prior to setting sail.

Get breaking news alerts in the FOX5NY News app. It is FREE! Download for iOS or Android

According to a press release, tickets will require you to purchase the whole boat to ensure that groups will be seated with friends and family only, and to allow for social distancing on and between boats.

Advertisement

Movies are set to be a mix between golden oldies and new releases but will be announced when tickets go on sale in the near future.

A preregistration page was having difficulty loading on Tuesday afternoon.

Details regarding exact screening times, ticket cost and exact locations are not yet available

So far, 16 U.S. cities have been listed by Beyond Cinema with dates in late summer and fall, including Los Angeles, Denver San Diego, San Francisco, St. Louis, Houston, Chicago, Miami, Orlando, New York, Pittsburgh, Austin, Cleveland, Philadelphia, Columbus and Cincinnati. The company also has three Canadian cities listed, including Vancouver, Toronto and Calgary.",
https://www.nytimes.com/2020/07/21/opinion/new-york-vote.html,New York,"Opinion | New Yorkers, Voting Could Get Much Easier for You","New York’s Legislature is meeting virtually, for the most part, this week, tackling unfinished business amid the coronavirus pandemic that has wreaked havoc on the state’s health and its finances.

Given what New York and other hard-hit states are up against, the Legislature has its work cut out for it. At least one form of relief state lawmakers can deliver in this brief and unusual summer session is swiftly passing a package of reforms to make it easier for New Yorkers to vote — a no-brainer ahead of an important presidential election.

Voting in New York is still harder than it should be. Across the state, election boards are too often packed with partisan patronage appointees rather than independent professionals. Voters often have faced lengthy lines or broken machines at poll sites. In 2014 and 2015, New York City improperly purged roughly 200,000 voters from the rolls.

Practices that are straightforward in other states, like voting by absentee ballot, can be an ordeal in New York. In the state’s congressional primary elections last month, for example, thousands of absentee ballots failed to arrive in time for people to vote. In other cases, absentee ballots may have been invalidated because of postmarking delays by the U.S. Postal Service. At least two candidates and a small group of voters have sued Gov. Andrew Cuomo and the State Board of Elections over these irregularities.",
https://nypost.com/2020/07/21/ny-bill-would-rollback-covid-19-liability-protection-for-hospitals/,New York,"NY bill would rollback COVID-19 liability protection for hospitals, nursing homes","ALBANY — Democratic state lawmakers are considering legislation this week that would partially rollback generous lawsuit liability protections for hospitals and nursing homes related to the coronavirus crisis, The Post has learned.

Legislative leaders in the state Senate and Assembly introduced a bill late Monday night that if passed, would remove immunity protections for healthcare facilities and personnel treating patients that haven’t been diagnosed with COVID-19.

Protections would remain however when treating patients diagnosed with and being treated for the virus.

The Legislature originally voted on and passed the measure within the state’s omnibus $177 billion state budget in April.

Drawing heavy support from the hospital and nursing home industry, the “Emergency or Disaster Treatment Protection Act” granted immunity protections for all healthcare facilities and medical professionals that treated, or arranged for treatment of COVID-19 patients, and any other individual who sought health care services during the COVID-19 emergency declaration.

However, the provision came under the microscope in the light of the state’s massive death toll in nursing homes related to the virus — which have now skyrocketed to upwards of 6,300 lives lost per state records.

Family members that have loved ones who died in facilities cannot sue unless they can prove a high standard of gross negligence occurred.

Bill sponsor Assemblyman Ron Kim (D-Queens) — a nursing home advocate — told The Post the legislation in its current form does not go far enough, and is pushing for a full, retroactive repeal of immunity protections going back to the pandemic’s start.

“I think it’s a good first step in admitting the original protections passed were wrong, but if it doesn’t go retroactively then it doesn’t provide justice for the people that are in the most pain right now,” he said.

“We need to figure out how to provide retroactive justice.”

“There has to be some sort of victim compensation fund for the people who lost their loved ones,” he added.

But the Greater New York Hospital Association — the powerful hospital lobbying arm directly involved in April’s negotiations with Gov. Andrew Cuomo over the protections – issued a memo of opposition, arguing the pandemic is far from over and the healthcare system is still facing challenges.

“The bill would prospectively remove protections for non-COVID-19 patients whose care would be affected by the response to another COVID-19 surge. This includes hospitals’ response to State orders by discharging patients early to prepare for a surge; deploying volunteers, staff, and medical students to alleviate severe staff shortages; expedited triage of emergency room patients to make room for an influx of COVID-19 patients; and the conversion of existing and creation of new hospital spaces to care for patients,” GNYHA spokesman Brian Conway said. He added that any retroactive provision would “make an already bad bill much worse.”

“Health care workers should not have to look over their shoulder for trying to save as many lives as possible during a horrific pandemic.”

“The pandemic isn’t over. The intent of passing these protections was to allow hospitals, nursing homes and doctors to do their job,” argued Tom Stebbins executive director of the Lawsuit Reform Alliance of New York.

“The flip that we’ve made on our healthcare workers is alarming. This is not over, every expert would say this is not over.”

State Senate sponsor Luis Sepulveda (D-The Bronx) told The Post Senate Democrats are still discussing the legislation, and would not comment further.

Lawmakers are expected to be in Albany through the end of the week — both physically and remotely — to pass a series of legislation backed up by the COVID-19 emergency.

Gov. Andrew Cuomo could not be reached for immediate comment.",
https://www.marketwatch.com/story/new-york-city-will-spend-100-million-a-year-on-health-care-expansion-covers-illegal-immigrants-2019-01-09,New York,New York City will cover illegal immigrants as part of $100 million-a-year health-care expansion,"NEW YORK (AP) — New York City will spend up to $100 million per year to expand health care coverage to people without health insurance, including immigrants who are in the U.S. illegally, Mayor Bill de Blasio announced Tuesday.

The plan involves expanding the city’s existing public insurance program and providing uninsured people with access to affordable care at city-owned facilities.

“From this moment on in New York City everyone is guaranteed the right to health care,” the Democratic mayor said. “We are saying the word guarantee because we can make it happen.”

The program is intended to reach an estimated 600,000 city residents currently without health insurance.

Half of that group can’t get health insurance because of their immigration status, de Blasio said, while the remainder includes young people who don’t think they need coverage and people who find the Affordable Care Act exchanges unaffordable or difficult to navigate.

The plan will build on the city’s existing public-option health insurance program called MetroPlus, which currently insures more than 500,000 low-income New Yorkers.

It will also aim to provide the uninsured with a range of services, including primary-care physicians, mental health services and prescription drugs, through the network of hospitals and clinics run by the city Health and Hospitals Corporation.

The city’s public hospitals already care for low-income New Yorkers, including those without legal immigration status, but too much of that care consists of expensive and inefficient emergency room visits, de Blasio said.

“We want to flip the script,” de Blasio said. “The emergency room truly should be the last resort.”

Dr. Mitchell Katz, the CEO of the public hospital system, said the city will hire additional primary-care doctors to meet an expected growth in demand.

The city’s plan is similar to programs that have been established elsewhere like the Healthy San Francisco initiative but is broader, said Katz, who has previously led health agencies in San Francisco and Los Angeles.

“Here psychotherapy is a covered benefit, which was not the case in San Francisco,” he said.

De Blasio said the program will take two years to implement and will be “the most comprehensive health care system in the nation.” Patients will be charged on a sliding scale, with the poorest New Yorkers paying nothing.

The mayor unveiled the program at a news conference at Lincoln Hospital in the Bronx after first announcing in on MSNBC’s “Morning Joe.”

“We’re going to make sure it’s seamless because that way people actually are encouraged to get the health care they need and never get to the point where they end up in the emergency room,” he said on “Morning Joe.”

He told the news conference that he would love to see a single-payer health care system enacted by Congress or by New York state lawmakers, but “our people need health care right now.”

De Blasio’s announcement came the day after Gavin Newsom, the newly inaugurated Democratic governor of California, proposed state-funded health care coverage for 138,000 young people living in the country illegally and reinstating a mandate for everyone to buy insurance or pay a fine.

Meanwhile on Tuesday, Democratic Gov. Jay Inslee of Washington state proposed a statewide public health insurance option available to anyone who is not covered by an employer.

The prospects for a statewide universal health care proposal in New York improved last fall when Democrats took control of the entire Legislature by winning a Senate majority. But while many liberal members of the Senate and Assembly say they favor an expansion of state-run health care, finding the money to pay for such a program would be challenging. The 2019 legislative season kicks off Wednesday.

Republican state Assemblywoman Nicole Malliotakis, who ran unsuccessfully against de Blasio in the 2017 mayor’s race, criticized the expanded health care plan.

“Our citizens have a hard enough time covering their own healthcare costs and now Mayor de Blasio also wants them to pay for the healthcare of 300,000 citizens of other countries,” Malliotakis said in a statement. “The mayor must stop abusing the middle class and treating us like his personal ATM.”",
https://abcnews.go.com/US/york-city-mayor-propose-law-giving-workers-weeks/story?id=60257862,New York,New York City mayor proposes law giving all workers 2 weeks of paid time off,"New York City mayor proposes law giving all workers 2 weeks of paid time off Earlier this week, de Blasio unveiled a health care plan for all New Yorkers.

NYC law would give 2 weeks of paid vacation to all

NYC law would give 2 weeks of paid vacation to all Shannon Stapleton/Reuters

New York City Mayor Bill de Blasio announced legislation today guaranteeing two weeks of paid time off for all workers.

If de Blasio's proposal is approved by the City Council, New York City would become the first and only American city to require paid vacation.

The proposal is expected to impact at least 500,000 people, according to the mayor's office, but would exempt businesses with fewer than five employees.

""To be the fairest big city in America, New Yorkers can't be forced to choose between bringing home a paycheck and taking time off to just disconnect or spend time with loved ones - that choice ends with Paid Personal Time,"" de Blasio said.

Among those the mayor’s office said the policy would benefit are 180,000 workers in professional services, 90,000 workers in the retail sector, and 200,000 in the hotel and food service industries.

“Every other major nation recognizes the necessity of Paid Personal Time,” de Blasio said. “We as a country must get there, and New York City will lead the way.”

Some critics called the mayor’s proposal costly for businesses.

“Workers in New York City already earn up to a week of paid time off. And while giving an additional two weeks paid vacation sounds like a nice idea, it has a significant cost for businesses, especially at a time when vacant storefronts plague our city streets and employment growth at city restaurants has gone flat, due in large part to other government mandates,"" Andrew Rigie, the executive director of the NYC Hospitality Alliance, said in a statement.

New York City Mayor Bill de Blasio speaks during a news conference at Lincoln Hospital in the Bronx borough of New York City, Jan, 8, 2019. Shannon Stapleton/Reuters

The Paid Personal Time proposal came one day after de Blasio announced a plan to provide health care for all city residents.

On Tuesday, de Blasio unveiled NYC Care, a program that will guarantee health care for the estimated 600,000 New Yorkers who do not currently have health insurance, including undocumented immigrants, according to the mayor's office.",
https://www.nytimes.com/2019/01/22/us/politics/supreme-court-guns-nyc-license.html,New York,Supreme Court Will Review New York City Gun Law,"“This is just the first case but not likely the last case where at least four justices open the way to a major ruling that could limit gun safety laws,” said Michael Waldman, the author of “The Second Amendment: A Biography,” referring to a Supreme Court rule requiring four votes to add cases to its docket.

The New York City ordinance challenged in the new case allows residents with so-called premises licenses to take their guns to one of seven shooting ranges within the city limits. But the ordinance forbids them to take their guns anywhere else, including second homes and shooting ranges outside the city, even when they are unloaded and locked in a container separate from ammunition.

The Supreme Court’s new majority seems ready to continue a project begun in 2008, when the court, by a 5-to-4 vote, established an individual right to keep guns in the home for self-defense. That decision, District of Columbia v. Heller, was both revolutionary and in its way quite limited. Exactly what the Second Amendment protects has been in dispute ever since.

Justice Antonin Scalia’s majority opinion in the Heller decision included an important limiting passage that was almost certainly the price of Justice Kennedy’s fifth vote. “Nothing in our opinion,” Justice Scalia wrote, “should be taken to cast doubt on longstanding prohibitions on the possession of firearms by felons and the mentally ill, or laws forbidding the carrying of firearms in sensitive places such as schools and government buildings, or laws imposing conditions and qualifications on the commercial sale of arms.”

Since the Heller decision, lower courts have overwhelmingly upheld state and local gun control laws. The Supreme Court, in turn, has refused to hear appeals from those decisions. Justice Kavanaugh’s arrival changed that.",
https://www.nbcnews.com/news/us-news/new-york-city-s-iconic-chrysler-building-put-sale-n956796,New York,New York City's iconic Chrysler Building put up for sale,"Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings.

The Chrysler Building, an Art Deco masterpiece that has been a defining image of New York City's skyline for decades, has been put up for sale, a minority owner of the building and a broker hired to market the property said on Wednesday.

The 77-story stainless steel-clad skyscraper, briefly the world's tallest building after it was finished in 1930, is 90 percent owned by the Abu Dhabi Investment Council, a sovereign wealth fund, with developer Tishman Speyer owning the remainder.

""It's exciting. I'm getting inquiries from all over the world,"" said Darcy Stacom, chairman and head of New York City Capital Markets at brokerage CBRE Group Inc.

The 43rd Street entrance of the Chrysler Building in Manhattan on Jan. 9, 2019. Mike Segar / Reuters

Let our news meet your inbox. The news and stories that matters, delivered weekday mornings. This site is protected by recaptcha

The 1.26 million square foot building underwent a $100 million renovation after Tishman acquired the property in 1997. Tishman later reduced its holding. The sovereign wealth fund paid $800 million when it bought its stake in 2008.

The building's brand and its location on 42nd Street just east of Grand Central Terminal, a major Manhattan transportation hub, are ripe for greater retail exploitation, Stacom said.

The building's occupancy rate is in the low 80 percent range, below the city average, according to CBRE. Stacom declined to reveal the asking price for the building.

Stacom declined to give the vacancy rate at the Chrysler Building or the asking price.

Buildings on average are 50 years old in Midtown and many store-fronts are empty, hard hit by e-commerce. With the new Hudson Yards district on the far West Side attracting major corporations, concerns have been raised about Midtown's appeal.

But Midtown remains a favored business destination. JPMorgan Chase & Co plans to build a new headquarters on nearby Park Avenue. One Vanderbilt, a marquee office tower, is rising just west of Grand Central.

Age could be a selling point, too, as seen by the popularity of Midtown South, which has the city's lowest vacancy rate and companies such as Alphabet Inc's Google and Facebook Inc occupy century-old structures.

The decision to sell a property is driven by numerous factors, not often due to unsatisfactory performance, said Patrice Derrington, director of the real estate development program at Columbia University.

""New York City constantly offers an appropriately varied array of formats for office tenants, creating a complementary ecosystem,"" she said.",
https://www.delish.com/food-news/a25727218/nyc-plastic-foam-container-ban/,New York,New York City Banned Plastic Foam Containers,"In an eco-friendly start to the new year, New York City began banning the possession, sale, or use of certain foam products as of yesterday.

This content is imported from Twitter. You may be able to find the same content in another format, or you may be able to find more information, at their web site.

As of January 1, 2019 certain foam products will be banned from possession, sale, or use in NYC. This includes foam takeout containers, cups, packing peanuts, plates, bowls and trays. Details: https://t.co/PmaoQwZY3T #foambanNYC pic.twitter.com/y9XsC7SPs1 — NYC zerowaste (@NYCzerowaste) December 13, 2018

According to the NYC Department of Sanitation, ""dirty, post-consumer, single-service foam food and beverage containers cannot be recycled in a manner that is economically feasible, environmentally effective, and safe for employees as part of the City's curbside recycling program,"" therefore, as of January 1, stores, restaurants, and mobile food commissaries are banned from using foam products such as takeout clamshells, cups, and plates.

Delish: Eat Like Every Day's The Weekend chapters.indigo.ca CA$31.23 GET YOURS NOW

Packing peanuts are out, too, as ""manufactures and stores may no longer sell or offer for sale loose foam packaging."" There are exceptions to the ban, though. Foam containers that are used for prepackaged food that are sealed up before a restaurant or store receives them are acceptable. The foam containers that store raw meat, pork, fish, seafood, or poultry sold from a butcher case are also considered an exception.

The foam blocks used to protect items during shipping are not included in the ban either. From now until June 30, a ""six month warning period"" is in effect for NYC businesses. Beginning July 1, though, ""establishments found in violation of the foam ban will receive fines for each Notice of Violation issued within a 12-month period."" One violation will run you $250. A second offense is $500, and for a third or more, the fine is $1,000.

The department notes there are several alternative packaging options. Instead of foam, businesses can look to aluminum, rigid plastics, uncoated paper, glass, and compostable items as substitutes.

This content is imported from {embed-name}. You may be able to find the same content in another format, or you may be able to find more information, at their web site.

Maya McDowell Assistant Editor Maya McDowell is an Assistant Editor at HearstMade.

This content is created and maintained by a third party, and imported onto this page to help users provide their email addresses. You may be able to find more information about this and similar content at piano.io

This commenting section is created and maintained by a third party, and imported onto this page. You may be able to find more information on their web site.",
https://www.nytimes.com/2019/01/18/dining/food-carts-health-grades.html,New York,New York City Food Carts Get Their First Report Cards,"One day last month, a New York City health inspector showed up at the juice cart at 54th Street and Avenue of the Americas where Long Huynh works. The inspector spent about an hour examining ingredients for freshness, and making sure the work equipment and surfaces were spotless and organized.

“He got up all inside there,” said Mr. Huynh, 54. “But I am very particular. I clean the inside well.”

Mr. Huynh’s diligence was rewarded Friday when his cart became one of the first to receive a letter grade from the city Department of Health and Mental Hygiene. A placard bearing a blue A was affixed to the front of the cart. “They gave me the big one,” he said.

Since 2010, city inspectors have been assigning grades to restaurants, which are required to post them prominently, as a way to heighten awareness of food safety and hold restaurants more accountable. Though owners still complain about the fairness of the grading, and the fines that accompany violations, the practice has become more or less accepted; today, more than 90 percent of the city’s 24,000 restaurants receive A grades.",
